year,edge_id,source_station,target_station,seg_id,length_km
2017,E000001,S000001,S000002,rail_1,48.73983521388553
2017,E000002,S000003,S000004,rail_10,25.34739649291189
2017,E000003,S000005,S000006,rail_100,3.614274358044723
2017,E000004,S000007,S000008,rail_101,43.32633713795178
2017,E000005,S000009,S000010,rail_102,74.49509561293588
2017,E000006,S000011,S000012,rail_103,121.91914101817726
2017,E000007,S000013,S000014,rail_104,20.97303060232615
2017,E000008,S000015,S000016,rail_105,134.5809982909295
2017,E000009,S000017,S000018,rail_106,6.5860553522178185
2017,E000010,S000019,S000020,rail_107,79.35862091015987
2017,E000011,S000021,S000022,rail_108,182.7418224081231
2017,E000012,S000023,S000024,rail_109,83.1520479786517
2017,E000013,S000025,S000026,rail_11,74.68723715748597
2017,E000014,S000027,S000028,rail_110,269.20326361885026
2017,E000015,S000029,S000030,rail_111,18.77089535974268
2017,E000016,S000031,S000032,rail_112,172.74733428514304
2017,E000017,S000033,S000034,rail_113,63.948393460006834
2017,E000018,S000035,S000036,rail_114,152.9264809911701
2017,E000019,S000037,S000038,rail_115,24.69690010274753
2017,E000020,S000039,S000040,rail_116,29.503775713168423
2017,E000021,S000041,S000042,rail_117,23.06802533439017
2017,E000022,S000043,S000044,rail_118,65.8553219871265
2017,E000023,S000045,S000046,rail_119,151.4686672406151
2017,E000024,S000047,S000048,rail_12,52.51887965216893
2017,E000025,S000049,S000050,rail_120,67.23011931365187
2017,E000026,S000051,S000052,rail_121,126.25206724096348
2017,E000027,S000053,S000054,rail_122,196.0901839893251
2017,E000028,S000055,S000056,rail_123,111.44273475774892
2017,E000029,S000057,S000058,rail_124,126.1801353991361
2017,E000030,S000059,S000060,rail_125,36.132701457859575
2017,E000031,S000061,S000062,rail_126,153.68691238726504
2017,E000032,S000063,S000064,rail_127,106.41870494404829
2017,E000033,S000065,S000066,rail_128,195.42680365093292
2017,E000034,S000067,S000068,rail_129,44.49635789932099
2017,E000035,S000069,S000070,rail_13,54.03636903308833
2017,E000036,S000071,S000072,rail_130,169.0417857005125
2017,E000037,S000073,S000074,rail_131,10.104037433617169
2017,E000038,S000075,S000076,rail_132,104.46765837637211
2017,E000039,S000077,S000078,rail_133,89.58243501217297
2017,E000040,S000079,S000080,rail_134,69.66329381522515
2017,E000041,S000081,S000082,rail_135,41.32185140655056
2017,E000042,S000083,S000084,rail_136,40.01488208537607
2017,E000043,S000085,S000086,rail_137,126.26876274505852
2017,E000044,S000087,S000088,rail_138,105.84953344607229
2017,E000045,S000089,S000090,rail_139,28.6035166296285
2017,E000046,S000091,S000092,rail_14,148.3516378842417
2017,E000047,S000093,S000094,rail_140,87.2617656776245
2017,E000048,S000095,S000096,rail_141,100.67764939900536
2017,E000049,S000097,S000098,rail_142,80.27593713054603
2017,E000050,S000099,S000100,rail_143,76.70175004341192
2017,E000051,S000101,S000102,rail_144,15.793542775616404
2017,E000052,S000103,S000104,rail_145,92.40572371581015
2017,E000053,S000105,S000106,rail_146,50.77836146274104
2017,E000054,S000107,S000108,rail_147,42.53069407062031
2017,E000055,S000109,S000110,rail_148,46.25103388596436
2017,E000056,S000111,S000112,rail_149,64.72581297764403
2017,E000057,S000113,S000114,rail_15,43.10458460179337
2017,E000058,S000115,S000116,rail_150,36.59196434145559
2017,E000059,S000117,S000118,rail_151,32.02868575292545
2017,E000060,S000119,S000120,rail_152,41.87867591540782
2017,E000061,S000121,S000122,rail_153,41.40444097103356
2017,E000062,S000123,S000124,rail_154,300.5822007618808
2017,E000063,S000125,S000126,rail_155,165.2229466674357
2017,E000064,S000127,S000128,rail_156,7.338145721125999
2017,E000065,S000129,S000130,rail_157,176.67179146654289
2017,E000066,S000131,S000132,rail_158,75.7799131357236
2017,E000067,S000133,S000134,rail_159,23.18340418508891
2017,E000068,S000135,S000136,rail_16,66.06765376215007
2017,E000069,S000137,S000138,rail_160,96.16556607587783
2017,E000070,S000139,S000140,rail_161,59.53658387788896
2017,E000071,S000141,S000142,rail_162,22.831831062676663
2017,E000072,S000143,S000144,rail_163,27.194689190347173
2017,E000073,S000145,S000146,rail_164,29.794875775494784
2017,E000074,S000147,S000148,rail_165,14.57302894039377
2017,E000075,S000149,S000150,rail_166,43.6806154712489
2017,E000076,S000151,S000152,rail_167,44.74548998610855
2017,E000077,S000153,S000154,rail_168,26.01439203518445
2017,E000078,S000155,S000156,rail_169,34.815545600123976
2017,E000079,S000157,S000158,rail_17,112.06436534089713
2017,E000080,S000159,S000160,rail_170,90.1648479802688
2017,E000081,S000161,S000162,rail_171,53.01320137982723
2017,E000082,S000163,S000164,rail_172,20.551477829243503
2017,E000083,S000165,S000166,rail_173,48.68110846976504
2017,E000084,S000167,S000168,rail_174,66.31197684708947
2017,E000085,S000169,S000170,rail_175,153.36124431363112
2017,E000086,S000171,S000172,rail_176,14.045443973755882
2017,E000087,S000173,S000174,rail_177,5.422074501082499
2017,E000088,S000175,S000176,rail_178,242.2839656562821
2017,E000089,S000177,S000178,rail_179,135.4241809910658
2017,E000090,S000179,S000180,rail_18,2.55369100210545
2017,E000091,S000181,S000182,rail_180,38.97858928649395
2017,E000092,S000183,S000184,rail_181,55.641982212487584
2017,E000093,S000185,S000186,rail_182,25.72956854608726
2017,E000094,S000187,S000188,rail_183,8.554973653001893
2017,E000095,S000189,S000190,rail_184,11.555811064830984
2017,E000096,S000191,S000192,rail_185,29.555940403266547
2017,E000097,S000193,S000194,rail_186,143.58039166144042
2017,E000098,S000195,S000196,rail_187,135.7593371765233
2017,E000099,S000197,S000198,rail_188,5.50510720421902
2017,E000100,S000199,S000200,rail_189,19.420608664057006
2017,E000101,S000201,S000202,rail_19,4.813428940229875
2017,E000102,S000203,S000204,rail_190,330.43310465865045
2017,E000103,S000205,S000206,rail_191,150.0152530248405
2017,E000104,S000207,S000208,rail_192,45.75225933827395
2017,E000105,S000209,S000210,rail_193,224.75210553072893
2017,E000106,S000211,S000212,rail_194,92.32713942511609
2017,E000107,S000213,S000214,rail_195,182.4958826922717
2017,E000108,S000215,S000216,rail_196,11.85786934307236
2017,E000109,S000217,S000218,rail_197,118.00713052928415
2017,E000110,S000219,S000220,rail_198,205.18718006920184
2017,E000111,S000221,S000222,rail_199,62.26746382301342
2017,E000112,S000223,S000224,rail_2,13.719012737492886
2017,E000113,S000225,S000226,rail_20,44.90324989494889
2017,E000114,S000227,S000228,rail_200,82.7611914236919
2017,E000115,S000229,S000230,rail_201,21.901846115490013
2017,E000116,S000231,S000232,rail_202,74.73159279599174
2017,E000117,S000233,S000234,rail_203,182.0066838857396
2017,E000118,S000235,S000236,rail_204,442.659073292524
2017,E000119,S000237,S000238,rail_205,99.92290522083782
2017,E000120,S000239,S000240,rail_206,111.59982208937588
2017,E000121,S000241,S000242,rail_207,79.13226471850511
2017,E000122,S000243,S000244,rail_208,228.5234409575408
2017,E000123,S000245,S000246,rail_209,93.03443037433824
2017,E000124,S000247,S000248,rail_21,61.63740861388624
2017,E000125,S000249,S000250,rail_210,143.76244322972127
2017,E000126,S000251,S000252,rail_211,35.05466801350276
2017,E000127,S000253,S000254,rail_212,45.66002465325647
2017,E000128,S000255,S000256,rail_213,202.36986777177265
2017,E000129,S000257,S000258,rail_214,118.58828833947008
2017,E000130,S000259,S000260,rail_215,128.83274501703536
2017,E000131,S000261,S000262,rail_216,153.14798621536943
2017,E000132,S000263,S000264,rail_217,234.12157280265333
2017,E000133,S000265,S000266,rail_218,33.60746485515813
2017,E000134,S000267,S000268,rail_219,41.48334662175664
2017,E000135,S000269,S000270,rail_22,115.97869196328388
2017,E000136,S000271,S000272,rail_220,13.321736280022618
2017,E000137,S000273,S000274,rail_221,60.068916999403214
2017,E000138,S000275,S000276,rail_222,289.28783454792483
2017,E000139,S000277,S000278,rail_223,16.353872997189246
2017,E000140,S000279,S000280,rail_224,18.854549288453978
2017,E000141,S000281,S000282,rail_225,85.65762298688591
2017,E000142,S000283,S000284,rail_226,228.07161771410512
2017,E000143,S000285,S000286,rail_227,56.10547090083054
2017,E000144,S000287,S000288,rail_228,30.29098147432963
2017,E000145,S000289,S000290,rail_229,7.561926227867565
2017,E000146,S000291,S000292,rail_23,110.5233137636504
2017,E000147,S000293,S000294,rail_230,15.922222314167596
2017,E000148,S000295,S000296,rail_231,18.04192818136661
2017,E000149,S000297,S000298,rail_232,0.7146047709026734
2017,E000150,S000299,S000300,rail_233,18.90756449241365
2017,E000151,S000301,S000302,rail_234,65.26620142660981
2017,E000152,S000303,S000304,rail_235,181.3469474523816
2017,E000153,S000305,S000306,rail_236,202.7684074017578
2017,E000154,S000307,S000308,rail_237,25.11816735533821
2017,E000155,S000309,S000310,rail_238,18.163129865782192
2017,E000156,S000311,S000312,rail_239,53.63069388356326
2017,E000157,S000313,S000314,rail_24,95.5445488444373
2017,E000158,S000315,S000316,rail_240,38.69410143263365
2017,E000159,S000317,S000318,rail_241,238.28283360154813
2017,E000160,S000319,S000320,rail_242,44.49899471631798
2017,E000161,S000321,S000322,rail_243,283.98279539097257
2017,E000162,S000323,S000324,rail_244,132.61820343006673
2017,E000163,S000325,S000326,rail_245,19.571879581399568
2017,E000164,S000327,S000328,rail_246,27.12330156956884
2017,E000165,S000329,S000330,rail_247,21.31098948665859
2017,E000166,S000331,S000332,rail_248,283.6508445492464
2017,E000167,S000333,S000334,rail_249,188.3318472006775
2017,E000168,S000335,S000336,rail_25,192.6815365002176
2017,E000169,S000337,S000338,rail_250,67.25512443767884
2017,E000170,S000339,S000340,rail_251,36.626750061132896
2017,E000171,S000341,S000342,rail_252,57.65969808569216
2017,E000172,S000343,S000344,rail_253,43.62531411480277
2017,E000173,S000345,S000346,rail_254,69.84166628789252
2017,E000174,S000347,S000348,rail_255,34.50736078522253
2017,E000175,S000349,S000350,rail_256,38.802127223305135
2017,E000176,S000351,S000352,rail_257,174.5782239029128
2017,E000177,S000353,S000354,rail_258,93.69459734310432
2017,E000178,S000355,S000356,rail_259,33.6789839278021
2017,E000179,S000357,S000358,rail_26,67.96220330844537
2017,E000180,S000359,S000360,rail_260,21.24236891621204
2017,E000181,S000361,S000362,rail_261,28.62075069643803
2017,E000182,S000363,S000364,rail_262,19.91422864965029
2017,E000183,S000365,S000366,rail_263,44.42105669559338
2017,E000184,S000367,S000368,rail_264,21.163982464435552
2017,E000185,S000369,S000370,rail_265,43.51704242457932
2017,E000186,S000371,S000372,rail_266,217.8016453467829
2017,E000187,S000373,S000374,rail_267,113.98862537790914
2017,E000188,S000375,S000376,rail_268,5.252840918572642
2017,E000189,S000377,S000378,rail_269,124.1769598966417
2017,E000190,S000379,S000380,rail_27,101.31872407465056
2017,E000191,S000381,S000382,rail_270,31.451222132021545
2017,E000192,S000383,S000384,rail_271,37.885314073523645
2017,E000193,S000385,S000386,rail_272,67.43983228224637
2017,E000194,S000387,S000388,rail_273,26.12595429291313
2017,E000195,S000389,S000390,rail_274,74.77349105272924
2017,E000196,S000391,S000392,rail_275,41.29745352886306
2017,E000197,S000393,S000394,rail_276,55.798735690861264
2017,E000198,S000395,S000396,rail_277,48.50525117956016
2017,E000199,S000397,S000398,rail_278,218.43715381239488
2017,E000200,S000399,S000400,rail_279,94.29633181735726
2017,E000201,S000401,S000402,rail_28,207.1725335203629
2017,E000202,S000403,S000404,rail_280,66.91528158412837
2017,E000203,S000405,S000406,rail_281,44.04019617155439
2017,E000204,S000407,S000408,rail_282,804.4174129263816
2017,E000205,S000409,S000410,rail_283,30.645908980105585
2017,E000206,S000411,S000412,rail_284,29.776507170768426
2017,E000207,S000413,S000414,rail_285,17.715709518023804
2017,E000208,S000415,S000416,rail_286,89.82116332479352
2017,E000209,S000417,S000418,rail_287,374.1735583102808
2017,E000210,S000419,S000420,rail_288,178.7523302002132
2017,E000211,S000421,S000422,rail_289,138.53426169636745
2017,E000212,S000423,S000424,rail_29,14.74614921062902
2017,E000213,S000425,S000426,rail_290,121.2034382445682
2017,E000214,S000427,S000428,rail_291,118.74575760072172
2017,E000215,S000429,S000430,rail_292,45.24304062527757
2017,E000216,S000431,S000432,rail_293,38.19102377748525
2017,E000217,S000433,S000434,rail_294,84.2604814535574
2017,E000218,S000435,S000436,rail_295,184.73022181578588
2017,E000219,S000437,S000438,rail_296,44.0323689617478
2017,E000220,S000439,S000440,rail_297,185.30522172828407
2017,E000221,S000441,S000442,rail_298,11.11030833394614
2017,E000222,S000443,S000444,rail_299,12.24946687794144
2017,E000223,S000445,S000446,rail_3,209.14047080122492
2017,E000224,S000447,S000448,rail_30,8.340937958021234
2017,E000225,S000449,S000450,rail_300,64.22019370654478
2017,E000226,S000451,S000452,rail_301,116.24427786574664
2017,E000227,S000453,S000454,rail_302,48.038586087817045
2017,E000228,S000455,S000456,rail_303,50.175477410611386
2017,E000229,S000457,S000458,rail_304,147.62557627109211
2017,E000230,S000459,S000460,rail_305,61.73732116504959
2017,E000231,S000461,S000462,rail_306,44.45967921632575
2017,E000232,S000463,S000464,rail_307,258.7320260269488
2017,E000233,S000465,S000466,rail_308,51.32546506685552
2017,E000234,S000467,S000468,rail_309,25.2241800569305
2017,E000235,S000469,S000470,rail_31,93.52834163145388
2017,E000236,S000471,S000472,rail_310,134.87297844517926
2017,E000237,S000473,S000474,rail_311,48.10229818703884
2017,E000238,S000475,S000476,rail_312,247.50074541846223
2017,E000239,S000477,S000478,rail_313,143.26854784482245
2017,E000240,S000479,S000480,rail_314,103.14052164941344
2017,E000241,S000481,S000482,rail_315,32.857826472656804
2017,E000242,S000483,S000484,rail_316,27.86266139957229
2017,E000243,S000485,S000486,rail_317,87.85461801858834
2017,E000244,S000487,S000488,rail_318,40.49664755020305
2017,E000245,S000489,S000490,rail_319,51.64462507631448
2017,E000246,S000491,S000492,rail_32,162.87701321503948
2017,E000247,S000493,S000494,rail_320,37.23965950406083
2017,E000248,S000495,S000496,rail_321,53.46501341865188
2017,E000249,S000497,S000498,rail_322,68.16698092058073
2017,E000250,S000499,S000500,rail_323,38.89274956251472
2017,E000251,S000501,S000502,rail_324,41.20792515798896
2017,E000252,S000503,S000504,rail_325,138.88207153795625
2017,E000253,S000505,S000506,rail_326,71.48923543752356
2017,E000254,S000507,S000508,rail_327,76.11101026429922
2017,E000255,S000509,S000510,rail_328,82.31634189292102
2017,E000256,S000511,S000512,rail_329,31.94622445973722
2017,E000257,S000513,S000514,rail_33,29.331258407151985
2017,E000258,S000515,S000516,rail_330,11.114862858413137
2017,E000259,S000517,S000518,rail_331,40.01593629359333
2017,E000260,S000519,S000520,rail_332,645.9771371009014
2017,E000261,S000521,S000522,rail_333,7.312733076331954
2017,E000262,S000523,S000524,rail_334,28.78151279092517
2017,E000263,S000525,S000526,rail_335,95.05006429701288
2017,E000264,S000527,S000528,rail_336,45.104954798959504
2017,E000265,S000529,S000530,rail_337,40.524440986234296
2017,E000266,S000531,S000532,rail_338,76.77707486417577
2017,E000267,S000533,S000534,rail_339,174.27911609260337
2017,E000268,S000535,S000536,rail_34,30.56074185336625
2017,E000269,S000537,S000538,rail_340,78.90096248564922
2017,E000270,S000539,S000540,rail_341,36.60601205758192
2017,E000271,S000541,S000542,rail_342,154.60419470364636
2017,E000272,S000543,S000544,rail_343,138.9089423054059
2017,E000273,S000545,S000546,rail_344,35.41769339383714
2017,E000274,S000547,S000548,rail_345,47.64001669801669
2017,E000275,S000549,S000550,rail_346,59.84690878248403
2017,E000276,S000551,S000552,rail_347,283.6429653866562
2017,E000277,S000553,S000554,rail_348,57.7022230735926
2017,E000278,S000555,S000556,rail_349,67.36846670993616
2017,E000279,S000557,S000558,rail_35,28.237046585599145
2017,E000280,S000559,S000560,rail_350,199.16430639314527
2017,E000281,S000561,S000562,rail_351,87.94116371637449
2017,E000282,S000563,S000564,rail_352,29.76925881235632
2017,E000283,S000565,S000566,rail_353,311.43983436171897
2017,E000284,S000567,S000568,rail_354,14.94031279038354
2017,E000285,S000569,S000570,rail_355,15.581775632128092
2017,E000286,S000571,S000572,rail_356,35.40688051932943
2017,E000287,S000573,S000574,rail_357,64.0165747279493
2017,E000288,S000575,S000576,rail_358,158.9632346864165
2017,E000289,S000577,S000578,rail_359,6.658821568321065
2017,E000290,S000579,S000580,rail_36,24.2689106742415
2017,E000291,S000581,S000582,rail_360,62.16188020213552
2017,E000292,S000583,S000584,rail_361,110.95659675635744
2017,E000293,S000585,S000586,rail_362,22.04787457126771
2017,E000294,S000587,S000588,rail_363,23.70864331421799
2017,E000295,S000589,S000590,rail_364,50.39876377402002
2017,E000296,S000591,S000592,rail_365,41.28501841489021
2017,E000297,S000593,S000594,rail_366,67.30503462557955
2017,E000298,S000595,S000596,rail_367,79.565227035731
2017,E000299,S000597,S000598,rail_368,22.31810613069158
2017,E000300,S000599,S000600,rail_369,136.0158705879169
2017,E000301,S000601,S000602,rail_37,152.3522779581886
2017,E000302,S000603,S000604,rail_370,30.04078212954768
2017,E000303,S000605,S000606,rail_371,35.58590955342508
2017,E000304,S000607,S000608,rail_372,133.65126347069662
2017,E000305,S000609,S000610,rail_373,22.163399596928908
2017,E000306,S000611,S000612,rail_374,29.66800237616689
2017,E000307,S000613,S000614,rail_375,24.90311256311968
2017,E000308,S000615,S000616,rail_376,18.11004386108925
2017,E000309,S000617,S000618,rail_377,57.901879030497085
2017,E000310,S000619,S000620,rail_378,284.3183758128654
2017,E000311,S000621,S000622,rail_379,84.71569747954085
2017,E000312,S000623,S000624,rail_38,94.27711001526414
2017,E000313,S000625,S000626,rail_380,188.97525500389008
2017,E000314,S000627,S000628,rail_381,118.35552409437273
2017,E000315,S000629,S000630,rail_382,54.43525663221119
2017,E000316,S000631,S000632,rail_383,112.86680939772351
2017,E000317,S000633,S000634,rail_384,443.6359401693597
2017,E000318,S000635,S000636,rail_385,4.686414052061479
2017,E000319,S000637,S000638,rail_386,299.3370976484294
2017,E000320,S000639,S000640,rail_387,219.07973337168443
2017,E000321,S000641,S000642,rail_388,10.223699464569522
2017,E000322,S000643,S000644,rail_389,87.74328936755666
2017,E000323,S000645,S000646,rail_39,69.80489894375282
2017,E000324,S000647,S000648,rail_390,61.92396027930345
2017,E000325,S000649,S000650,rail_391,51.334998194630025
2017,E000326,S000651,S000652,rail_392,150.63255721066162
2017,E000327,S000653,S000654,rail_393,36.11173881475154
2017,E000328,S000655,S000656,rail_394,66.81904716685732
2017,E000329,S000657,S000658,rail_395,593.5770757217458
2017,E000330,S000659,S000660,rail_396,145.9155107847338
2017,E000331,S000661,S000662,rail_397,139.49726989924324
2017,E000332,S000663,S000664,rail_398,15.062371373335292
2017,E000333,S000665,S000666,rail_399,288.36017819394755
2017,E000334,S000667,S000668,rail_4,27.88691088845736
2017,E000335,S000669,S000670,rail_40,32.66177812030002
2017,E000336,S000671,S000672,rail_400,2.6010535427811456
2017,E000337,S000673,S000674,rail_401,28.73678900394708
2017,E000338,S000675,S000676,rail_402,52.65930475596242
2017,E000339,S000677,S000678,rail_403,33.08536288354325
2017,E000340,S000679,S000680,rail_404,33.284408910091344
2017,E000341,S000681,S000682,rail_405,48.25719645224096
2017,E000342,S000683,S000684,rail_406,77.51159099113781
2017,E000343,S000685,S000686,rail_407,45.46938639892305
2017,E000344,S000687,S000688,rail_408,180.3457305297952
2017,E000345,S000689,S000690,rail_409,134.97342751685773
2017,E000346,S000691,S000692,rail_41,121.27419842600004
2017,E000347,S000693,S000694,rail_410,49.29109894701555
2017,E000348,S000695,S000696,rail_411,58.003563873653206
2017,E000349,S000697,S000698,rail_412,282.7368813842416
2017,E000350,S000699,S000700,rail_413,27.057603573087352
2017,E000351,S000701,S000702,rail_414,54.5876688623599
2017,E000352,S000703,S000704,rail_415,247.110322737758
2017,E000353,S000705,S000706,rail_416,293.57433853595853
2017,E000354,S000707,S000708,rail_417,93.65007352024692
2017,E000355,S000709,S000710,rail_418,25.187048161025366
2017,E000356,S000711,S000712,rail_419,32.28529434086198
2017,E000357,S000713,S000714,rail_42,81.4350438770271
2017,E000358,S000715,S000716,rail_420,374.6062263716628
2017,E000359,S000717,S000718,rail_421,144.82643051138018
2017,E000360,S000719,S000720,rail_422,20.821392454267816
2017,E000361,S000721,S000722,rail_423,127.6584586885921
2017,E000362,S000723,S000724,rail_424,122.88110376481411
2017,E000363,S000725,S000726,rail_425,34.68497244161205
2017,E000364,S000727,S000728,rail_426,25.17442311137361
2017,E000365,S000729,S000730,rail_427,20.825514471013264
2017,E000366,S000731,S000732,rail_428,153.67413474827524
2017,E000367,S000733,S000734,rail_429,92.04608755296636
2017,E000368,S000735,S000736,rail_43,31.79068091954013
2017,E000369,S000737,S000738,rail_430,128.08363061599346
2017,E000370,S000739,S000740,rail_431,58.75926106681202
2017,E000371,S000741,S000742,rail_432,232.80570419744413
